Unnamed: 0.1,Unnamed: 0,sentence,Option A,Option B,OP1,OP2,gold_ans,gold_scope_label,OP1_type,OP2_type,OP_rel,relation,comb
579,580.0,All the meetings were held in one room.,not all the meetings were held in the same room,all the meetings were held in the same room,all,one,B,inverse,universal,number,unimported,unimported,4
580,581.0,A janitor cleans every room in the building.,"in total, there is exactly one janitor cleaning the rooms","in total, there is more than one janitor cleaning the rooms",a,every,A,surface,indefinite,universal,unimported,unimported,2
584,585.0,A technician repairs every computer in the office.,"in total, there is exactly one technician repairing the computers","in total, there is more than one technician repairing the computers",a,every,A,surface,indefinite,universal,unimported,unimported,2
586,587.0,A farmer tends to all the crops in the field.,"in total, there is exactly one farmer tending to the crops","in total, there is more than one farmer tending to the crops",a,all,B,surface,indefinite,universal,unimported,unimported,2
588,589.0,A firefighter extinguishes every fire in the neighborhood.,"in total, there is exactly one firefighter extinguishing the fires","in total, there is more than one firefighter extinguishing the fires",a,every,A,surface,indefinite,universal,unimported,unimported,2
591,592.0,A scientist conducts all the experiments in the lab.,"in total, there is more than one scientist conducting the experiments","in total, there is exactly one scientist conducting the experiments",a,all,A,surface,indefinite,universal,unimported,unimported,2
592,593.0,A driver operates every bus in the fleet.,"in total, there is exactly one driver operating the buses","in total, there is more than one driver operating the buses",a,every,A,surface,indefinite,universal,unimported,unimported,2
594,595.0,A musician plays all the instruments in the band.,"in total, there is exactly one musician playing the instruments","in total, there is more than one musician playing the instruments",a,all,B,surface,indefinite,universal,unimported,unimported,2
597,598.0,A painter decorates every wall in the house.,"in total, there is more than one painter decorating the walls","in total, there is exactly one painter decorating the walls",a,every,B,surface,indefinite,universal,unimported,unimported,2
601,602.0,A photographer captures every moment at the event.,"in total, there is more than one photographer capturing the moments","in total, there is exactly one photographer capturing the moments",a,every,B,surface,indefinite,universal,unimported,unimported,2
603,604.0,A tailor sews all the clothes in the shop.,"in total, there is more than one tailor sewing the clothes","in total, there is exactly one tailor sewing the clothes",a,all,A,surface,indefinite,universal,unimported,unimported,2
605,606.0,A baker bakes all the bread in the bakery.,"in total, there is more than one baker baking the bread","in total, there is exactly one baker baking the bread",a,all,A,surface,indefinite,universal,unimported,unimported,2
608,609.0,An artist paints all the canvases in the studio.,"in total, there is exactly one artist painting the canvases","in total, there is more than one artist painting the canvases",an,all,B,surface,indefinite,universal,unimported,unimported,2
611,612.0,An engineer designs every bridge in the city.,"in total, there is more than one engineer designing the bridges","in total, there is exactly one engineer designing the bridges",an,every,B,surface,indefinite,universal,unimported,unimported,2
613,614.0,An architect drafts all the blueprints for the buildings.,"in total, there is more than one architect drafting the blueprints","in total, there is exactly one architect drafting the blueprints",an,all,A,surface,indefinite,universal,unimported,unimported,2
615,616.0,An editor reviews every article in the magazine.,"in total, there is more than one editor reviewing the articles","in total, there is exactly one editor reviewing the articles",an,every,B,surface,indefinite,universal,unimported,unimported,2
617,618.0,A director oversees all the scenes in the movie.,"in total, there is more than one director overseeing the scenes","in total, there is exactly one director overseeing the scenes",a,all,A,surface,indefinite,universal,unimported,unimported,2
622,623.0,A security guard monitors every camera in the building.,"in total, there is exactly one security guard monitoring the cameras","in total, there is more than one security guard monitoring the cameras",a,every,A,surface,indefinite,universal,unimported,unimported,2
626,627.0,A driver transports every passenger to their destination.,"in total, there is more than one driver transporting the passengers","in total, there is exactly one driver transporting the passengers",a,every,B,surface,indefinite,universal,unimported,unimported,2
633,634.0,A firefighter checks all the equipment in the station.,"in total, there is exactly one firefighter checking the equipment","in total, there is more than one firefighter checking the equipment",a,all,A,surface,indefinite,universal,unimported,unimported,2
637,638.0,A mechanic services all the vehicles in the garage.,different mechanics service different vehicles,the same mechanic services all the vehicles,a,all,B,surface,indefinite,universal,unimported,unimported,2
644,645.0,A veterinarian treats all the animals in the clinic.,"in total, there is more than one veterinarian treating the animals","in total, there is exactly one veterinarian treating the animals",a,all,B,surface,indefinite,universal,unimported,unimported,2
649,650.0,A professor teaches every course in the department.,"in total, there is more than one professor teaching the courses","in total, there is exactly one professor teaching the courses",a,every,B,surface,indefinite,universal,unimported,unimported,2
668,669.0,A coach plans every strategy for the team.,"in total, there is exactly one coach planning the strategies","in total, there is more than one coach planning the strategies",a,every,A,surface,indefinite,universal,unimported,unimported,2
671,672.0,A writer drafts all the chapters in the book.,"in total, there is more than one writer drafting the chapters","in total, there is exactly one writer drafting the chapters",a,all,B,surface,indefinite,universal,unimported,unimported,2
693,694.0,An artist creates all the artwork in the gallery.,different artists create different artwork,the same artist creates all the artwork,a,all,B,surface,indefinite,universal,unimported,unimported,2
695,696.0,One artist painted all the murals in the gallery.,Different artists painted different murals,The same artist painted all the murals,one,all,B,surface,number,universal,unimported,unimported,2
697,698.0,One chef prepared all the meals for the banquet.,Different chefs prepared different meals,The same chef prepared all the meals,one,all,B,surface,number,universal,unimported,unimported,2
699,700.0,Two musicians played at every concert.,Different musicians played at different concerts,The same two musicians played at every concert,two,every,B,surface,number,universal,unimported,unimported,2
704,705.0,Two actors performed in every play.,The same two actors performed in every play,Different actors performed in different plays,two,every,A,surface,number,universal,unimported,unimported,2
706,707.0,Three students participated in all the competitions.,The same three students participated in all the competitions,Different students participated in different competitions,three,all,A,surface,number,universal,unimported,unimported,2
708,709.0,One author wrote all the articles for the magazine.,The same author wrote all the articles,Different authors wrote different articles,one,all,A,surface,number,universal,unimported,unimported,2
710,711.0,Two photographers captured every event.,The same two photographers captured every event,Different photographers captured different events,two,every,A,surface,number,universal,unimported,unimported,2
712,713.0,Three designers worked on all the projects.,The same three designers worked on all the projects,Different designers worked on different projects,three,all,A,surface,number,universal,unimported,unimported,2
714,715.0,One scientist conducted all the experiments.,The same scientist conducted all the experiments,Different scientists conducted different experiments,one,all,A,surface,number,universal,unimported,unimported,2
719,720.0,Three chefs prepared every dish.,Different chefs prepared different dishes,The same three chefs prepared every dish,three,every,B,surface,number,universal,unimported,unimported,2
722,723.0,Two editors reviewed every manuscript.,The same two editors reviewed every manuscript,Different editors reviewed different manuscripts,two,every,A,surface,number,universal,unimported,unimported,2
724,725.0,Three musicians played all the songs.,The same three musicians played all the songs,Different musicians played different songs,three,all,A,surface,number,universal,unimported,unimported,2
726,727.0,One architect designed all the buildings.,The same architect designed all the buildings,Different architects designed different buildings,one,all,A,surface,number,universal,unimported,unimported,2
728,729.0,Two nurses cared for every patient.,The same two nurses cared for every patient,Different nurses cared for different patients,two,every,A,surface,number,universal,unimported,unimported,2
733,734.0,Three players scored in every match of the tournament.,Different players scored in different matches,Every match had the same three players scoring,three,every,B,surface,number,universal,unimported,unimported,2
739,740.0,Four ingredients are used in every dish on the menu.,Different dishes contain different ingredients,Every dish contains the same four ingredients,four,every,B,surface,number,universal,unimported,unimported,2
742,743.0,Two actors starred in every movie of the series.,The same two actors starred in every movie,Different actors starred in different movies,two,every,A,surface,number,universal,unimported,unimported,2
744,745.0,Three judges evaluated every performance.,The same three judges evaluated every performance,Different judges evaluated different performances,three,every,A,surface,number,universal,unimported,unimported,2
749,750.0,Two designers created every outfit in the collection.,Different designers created different outfits,The same two designers created every outfit,two,every,B,surface,number,universal,unimported,unimported,2
750,751.0,Three volunteers organized every event.,The same three volunteers organized every event,Different volunteers organized different events,three,every,A,surface,number,universal,unimported,unimported,2
760,761.0,Three artists exhibited in every gallery.,The same three artists exhibited in every gallery,Different artists exhibited in different galleries,three,every,A,surface,number,universal,unimported,unimported,2
773,774.0,Three actors starred in every play this season.,Different plays featured different actors,Every play featured the same three actors,three,every,B,surface,number,universal,unimported,unimported,2
803,804.0,One gardener planted every tree in the park.,Different gardeners planted different trees,The same gardener planted every tree,one,every,B,surface,number,universal,unimported,unimported,2
813,814.0,Three directors oversaw every scene in the movie.,Different directors oversaw different scenes,The same three directors oversaw every scene,three,every,B,surface,number,universal,unimported,unimported,2
829,830.0,One recipe was used by every chef in the competition.,Different chefs used different recipes,Every chef used the same recipe,one,every,B,surface,number,universal,unimported,unimported,2
832,833.0,Five musicians played at all the events.,The same five musicians played at all events,Different musicians played at different events,five,all,A,surface,number,universal,unimported,unimported,2
837,838.0,One strategy was employed by all teams in the tournament.,Different teams used different strategies,All teams used the same strategy,one,all,B,surface,number,universal,unimported,unimported,2
853,854.0,Two engineers handled all the technical issues.,Different engineers handled different issues,The same two engineers handled all issues,two,all,B,surface,number,universal,unimported,unimported,2
856,857.0,Each book in the library has a barcode.,there is more than one barcode in total,there is exactly one barcode in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
858,859.0,Each participant in the marathon receives a medal.,there is more than one medal in total,there is exactly one medal in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
864,865.0,Each athlete in the team wears a jersey.,there is more than one jersey in total,there is exactly one jersey in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
866,867.0,Every book in the series has a different cover.,all books have the same cover,not all books have the same cover,every,a,B,surface,universal,indefinite,unimported,unimported,1
869,870.0,Each member of the club has a badge.,there is exactly one badge in total,there is more than one badge in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
873,874.0,Every student in the class has a pencil.,there is more than one pencil in total,there is exactly one pencil in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
875,876.0,Each contestant in the show performs a song.,there is exactly one song in total,there is more than one song in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
876,877.0,Every bird in the aviary has a unique call.,all birds have the same call,not all birds have the same call,every,a,B,surface,universal,indefinite,unimported,unimported,1
879,880.0,Each car in the race has a number.,there is exactly one number in total,there is more than one number in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
895,896.0,Each child in the daycare has a toy.,there is exactly one toy in total,there is more than one toy in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
900,901.0,Each member of the team has a role.,there is more than one role in total,there is exactly one role in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
907,908.0,Every tree in the orchard has a fruit.,there is more than one fruit in total,there is only one fruit in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
909,910.0,Each passenger on the flight has a seat.,there is exactly one seat in total,there is more than one seat in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
910,911.0,Every student in the class submits an assignment.,there is more than one assignment in total,there is exactly one assignment in total,every,an,A,surface,universal,indefinite,unimported,unimported,1
919,920.0,Each child in the class has a favorite toy.,there is exactly one favorite toy in total,there is more than one favorite toy in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
925,926.0,Each musician in the band has a sheet of music.,there is exactly one sheet of music in total,there is more than one sheet of music in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
926,927.0,Every athlete in the competition has a coach.,there is more than one coach in total,there is exactly one coach in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
929,930.0,Each author in the anthology has a story.,there is exactly one story in total,there is more than one story in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
940,941.0,Every item in the store has a price tag.,there is more than one price tag in total,there is exactly one price tag in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
944,945.0,Every student receives exactly two textbooks.,not all students receive the exact same two textbooks,all students receive the exact same two textbooks,every,exactly two,A,surface,universal,number,unimported,unimported,1
946,947.0,Every employee has exactly one locker.,not all employees have the exact same locker,all employees have the exact same locker,every,exactly one,A,surface,universal,number,unimported,unimported,1
953,954.0,Every garden has exactly three trees.,all gardens have the exact same three trees,not all gardens have the exact same three trees,every,exactly three,B,surface,universal,number,unimported,unimported,1
955,956.0,Each classroom has exactly one projector.,all classrooms have the exact same projector,not all classrooms have the exact same projector,each,exactly one,B,surface,universal,number,unimported,unimported,1
958,959.0,Each musician plays exactly one instrument.,not all musicians play the exact same instrument,all musicians play the exact same instrument,each,exactly one,A,surface,universal,number,unimported,unimported,1
960,961.0,Each cat has exactly one collar.,not all cats have the exact same collar,all cats have the exact same collar,each,exactly one,A,surface,universal,number,unimported,unimported,1
965,966.0,Each dog has exactly one leash.,all dogs have the exact same leash,not all dogs have the exact same leash,each,exactly one,B,surface,universal,number,unimported,unimported,1
984,985.0,Each bottle contains exactly one liter of water.,not all bottles contain the same liter of water,all bottles contain the same liter of water,each,exactly one,A,surface,universal,number,unimported,unimported,1
998,999.0,Every bicycle has exactly two wheels.,not all bicycles have the exact same two wheels,all bicycles have the exact same two wheels,every,exactly two,A,surface,universal,number,unimported,unimported,1
1002,1003.0,Every athlete wears exactly one uniform.,not all athletes wear the exact same uniform,all athletes wear the exact same uniform,every,exactly one,A,surface,universal,number,unimported,unimported,1
1006,1007.0,Every student in the class has a different favorite book.,there are more than two favorite books in total,there are exactly two favorite books in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
1009,1010.0,Each member of the team plays a different sport.,there are more than two sports in total,there are exactly two sports in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1011,1012.0,Every artist in the gallery uses a medium.,there is more than one medium in total,there is exactly one medium in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
1012,1013.0,Each of the five friends ordered a dish at the restaurant.,there is more than one dish in total,there is exactly one dish in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1017,1018.0,Each scientist in the lab is working on a different project.,there are exactly two projects in total,there are more than two projects in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1021,1022.0,Each of the three siblings has a hobby.,there is more than one hobby in total,there is exactly one hobby in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1023,1024.0,Every country in the world has a flag.,there is exactly one flag in total,there is more than one flag in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
1025,1026.0,Each of the four seasons has a weather pattern.,there is exactly one weather pattern in total,there is more than one weather pattern in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1028,1029.0,Every artist uses a type of brush.,there is more than one type of brush used by artists,there is only one type of brush used by all artists,every,a,A,surface,universal,indefinite,unimported,unimported,1
1034,1035.0,Each chef in the competition uses a different recipe.,there are more than two recipes used in the competition,there are only two recipes used in the competition,each,a,A,surface,universal,indefinite,unimported,unimported,1
1037,1038.0,Every planet in the solar system has an orbit.,there is more than one orbit across all planets in the solar system,there is only one orbit across all planets in the solar system,every,a,A,surface,universal,indefinite,unimported,unimported,1
1038,1039.0,Each runner in the race has a pace.,all runners have the same pace,not all runners have the same pace,each,a,B,surface,universal,indefinite,unimported,unimported,1
1041,1042.0,Every tree in the forest has a height.,there is more than one height across all trees in the forest,there is only one height across all trees in the forest,every,a,A,surface,universal,indefinite,unimported,unimported,1
1042,1043.0,Each car in the parking lot has a color.,not all cars have the same color,all cars have the same color,each,a,A,surface,universal,indefinite,unimported,unimported,1
1051,1052.0,Each chef in the restaurant is responsible for a dish.,there is more than one dish in total,there is exactly one dish in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1052,1053.0,"The teachers in the school are X, Y, Z, P, Q, and R, who each teach a different subject.",there is more than one subject in total across teachers X-R,there is one subject in total across teachers X-R,each,a,A,surface,universal,indefinite,unimported,unimported,1
1060,1061.0,Each engineer in the company is assigned to a project.,there is more than one project in total,there is exactly one project in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1063,1064.0,Each member of the council represents a district.,there is more than one district represented in total,there is exactly one district represented in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1074,1075.0,Each country in the United Nations has a representative.,not every country in the United Nations has the same representative,every country in the United Nations has the same representative,each,a,A,surface,universal,indefinite,unimported,unimported,1
1076,1077.0,The coach assigns each player to a position on the field.,not all players are assigned to the same position,all players are assigned to the same position,each,a,A,surface,universal,indefinite,unimported,unimported,1
1080,1081.0,The director assigns each actor to a role in the play.,not all actors have the same role,all actors have the same role,each,a,A,surface,universal,indefinite,unimported,unimported,1
1082,1083.0,Each track on the playlist is by a band.,all tracks are by the same band,not all tracks are by the same band,each,a,B,surface,universal,indefinite,unimported,unimported,1
1088,1089.0,Each of the five teams will play on a different day.,there is exactly one day in total during which the games take place,there is more than one day in total during which the games take place,each,a,B,surface,universal,indefinite,unimported,unimported,1
1094,1095.0,Every country has a currency.,"in total, there is more than one currency","in total, there is only one currency",every,a,A,surface,universal,indefinite,unimported,unimported,1
1096,1097.0,Each of the seven days of the week has a name.,there is only one name in total for the days,there is more than one name in total for the days,each,a,B,surface,universal,indefinite,unimported,unimported,1
1098,1099.0,Every planet in the solar system has a size.,all planets have the same size,not all planets have the same size,every,a,B,surface,universal,indefinite,unimported,unimported,1
1115,1116.0,Each team plays in a stadium.,not all teams play in the same stadium,all teams play in the same stadium,each,a,A,surface,universal,indefinite,unimported,unimported,1
1125,1126.0,Each writer uses a writing style.,there is more than one writing style used in total,there is exactly one writing style used in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1134,1135.0,Every city has a population size.,all cities have the same population size,not all cities have the same population size,every,a,B,surface,universal,indefinite,unimported,unimported,1
1136,1137.0,"The characters in the book are X, Y, Z, W, V, U, T, and S, who each have a backstory.",There is more than one backstory in total across characters X-S,There is one backstory in total across characters X-S,each,a,A,surface,universal,indefinite,unimported,unimported,1
1143,1144.0,Each student in the class will present a project.,there is exactly one project presented in total,there is more than one project presented in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1156,1157.0,Exactly four players are needed for each team.,All teams have the same four players,Not all teams have the same four players,exactly four,each,B,inverse,number,universal,unimported,unimported,3
1160,1161.0,The committee must include at least one representative from each department.,All departments send the same representative to the committee,Not all departments send the same representative to the committee,at least one,each,B,inverse,number,universal,unimported,unimported,3
1167,1168.0,The company provides at least one training session for each employee.,All employees attend the same training session,Not all employees attend the same training session,at least one,each,B,inverse,number,universal,unimported,unimported,3
1171,1172.0,Three apples are in each basket.,there are exactly three apples in total,there are more than three apples in total,three,each,B,inverse,number,universal,unimported,unimported,3
1172,1173.0,Exactly one flag flies on each building.,all buildings fly the same flag,not all buildings fly the same flag,exactly one,each,B,inverse,number,universal,unimported,unimported,3
1174,1175.0,Two players are in each team.,there are exactly two players in total,there are more than two players in total,two,each,B,inverse,number,universal,unimported,unimported,3
1179,1180.0,Two slices of bread are in each sandwich.,there are more than two slices of bread in total,there are exactly two slices of bread in total,two,each,A,inverse,number,universal,unimported,unimported,3
1182,1183.0,"He has exactly two meetings with Johnson, and exactly one with each of the other colleagues.",There is exactly one meeting he has in total with the other colleagues,There is more than one meeting he has in total with the other colleagues,exactly one,each,B,inverse,number,universal,unimported,unimported,3
1185,1186.0,"Exactly three tasks will be completed each day - one in the morning, one in the afternoon, and one in the evening - according to the following conditions.","In the span of a week, a total of more than three tasks are completed","In the span of a week, a total of exactly three tasks are completed",exactly three,each,A,inverse,number,universal,unimported,unimported,3
1202,1203.0,He spends at least three hours in each project he undertakes.,"In total, he spends exactly three hours on projects.","In total, he spends more than three hours on projects.",at least three,each,B,inverse,number,universal,unimported,unimported,3
1204,1205.0,One driver per vehicle is needed.,Different drivers are needed for different vehicles.,The same driver can drive all vehicles.,one,per,A,inverse,number,universal,unimported,unimported,3
1210,1211.0,One teacher per class is assigned.,Not all classes have the same teacher,All classes have the same teacher,one,per,A,inverse,number,universal,unimported,unimported,3
1213,1214.0,One dish per chef is presented.,Not all chefs present the same dish,All chefs present the same dish,one,per,A,inverse,number,universal,unimported,unimported,3
1214,1215.0,Two pencils per person were distributed.,"In total, more than two pencils were distributed","In total, only two pencils were distributed",two,per,A,inverse,number,universal,unimported,unimported,3
1222,1223.0,Exactly five of the items will be assigned to each box.,All boxes will contain the same five items,Not all boxes will contain the same five items,exactly five,each,B,inverse,number,universal,unimported,unimported,3
1244,1245.0,"Except for holidays, when the library is closed, exactly one librarian works each day.","in total, more than one librarian works during the week","in total, only one librarian works during the week",exactly one,each,A,inverse,number,universal,unimported,unimported,3
1253,1254.0,Groups A and B will receive two new members each.,there are more than two new members in total,there are exactly two new members in total,two,each,A,inverse,number,universal,unimported,unimported,3
1255,1256.0,"One player per game, according to the following rules.",all games involve the same player,not all games involve the same player,one,per,B,inverse,number,universal,unimported,unimported,3
1264,1265.0,one bird per cage.,there is exactly one bird in total,there is more than one bird in total,one,per,B,inverse,number,universal,unimported,unimported,3
1267,1268.0,"One student per desk, according to the classroom rules.",not all desks are occupied by the same student,all desks are occupied by the same student,one,per,A,inverse,number,universal,unimported,unimported,3
1277,1278.0,The two actors in each scene do not play the same character as each other.,there is more than one pair of actors in total,there is exactly one pair of actors in total,two,each,B,surface,number,universal,unimported,unimported,2
1280,1281.0,A different movie is shown every night.,there are more than two movies shown in total,there are exactly two movies shown in total,a,every,A,inverse,indefinite,universal,unimported,unimported,3
1284,1285.0,A gardener waters all the plants.,"in total, there is exactly one gardener watering the plants","in total, there is more than one gardener watering the plants",a,all,A,surface,indefinite,universal,unimported,unimported,2
1286,1287.0,A different topic is covered in each lecture.,there are more than two topics covered in total,there are exactly two topics covered in total,a,each,A,inverse,indefinite,universal,unimported,unimported,3
1290,1291.0,A lifeguard watches all the swimmers.,"in total, there is more than one lifeguard watching the swimmers","in total, there is exactly one lifeguard watching the swimmers",a,all,B,surface,indefinite,universal,unimported,unimported,2
1294,1295.0,A computer is available on each floor of the library.,"In total, there is more than one computer available across all library floors","In total, there is one computer available across all library floors",a,each,A,inverse,indefinite,universal,unimported,unimported,3
1303,1304.0,A lion is present in all major wildlife parks.,The same lion is present in all wildlife parks.,Different lions are present in different wildlife parks.,a,all,B,inverse,indefinite,universal,unimported,unimported,3
1315,1316.0,There is a seatbelt in every vehicle.,the same seatbelt is present in every vehicle,not every vehicle has the same seatbelt,a,every,B,inverse,indefinite,universal,unimported,unimported,3
1317,1318.0,A postal service exists in all cities nowadays.,all cities have the exact same postal service,not all cities have the same postal service,a,all,B,inverse,indefinite,universal,unimported,unimported,3
1321,1322.0,A meal is provided to all passengers.,"in total, more than one meal is provided","in total, one meal is provided",a,all,A,inverse,indefinite,universal,unimported,unimported,3
1322,1323.0,There is a tire in every bicycle.,the same tire is present in every bicycle,not every bicycle has the same tire,a,every,B,inverse,indefinite,universal,unimported,unimported,3
1329,1330.0,A policeman patrols all the streets in the neighborhood.,different policemen patrol different streets,the same policeman patrols all the streets,a,all,B,surface,indefinite,universal,unimported,unimported,2
1330,1331.0,A bird visits every feeder in the park.,the same bird visits all the feeders,different birds visit different feeders,a,every,A,surface,indefinite,universal,unimported,unimported,2
1333,1334.0,A mailman delivers to all houses on the street.,different mailmen deliver to different houses,the same mailman delivers to all the houses,a,all,B,surface,indefinite,universal,unimported,unimported,2
1341,1342.0,There is a computer in every office.,not every office has the same computer,the same computer is present in every office,a,every,A,inverse,indefinite,universal,unimported,unimported,3
1343,1344.0,A fire extinguisher is present on each floor of the building.,"in total, there is one fire extinguisher present across all building floors","in total, there is more than one fire extinguisher present across all building floors",a,each,B,inverse,indefinite,universal,unimported,unimported,3
1351,1352.0,A vending machine is present on each floor of the mall.,"in total, there is more than one vending machine present across all mall floors","in total, there is one vending machine present across all mall floors",a,each,A,inverse,indefinite,universal,unimported,unimported,3
1353,1354.0,A unique code is assigned to all employees.,Not all employees have the same unique code,All employees have the exact same unique code,a,all,A,inverse,indefinite,universal,unimported,unimported,3
1356,1357.0,A student asks each teacher for advice.,It is not the same student who asks each teacher for advice,The same student asks every teacher for advice,a,each,B,surface,indefinite,universal,unimported,unimported,2
1367,1368.0,A cup of coffee is offered to each guest at the party.,"In total, one cup of coffee is offered","In total, more than one cup of coffee is offered",a,each,B,inverse,indefinite,universal,unimported,unimported,3
1371,1372.0,A hospital is present in all cities.,Not all cities have the same hospital,All cities have the exact same hospital,a,all,A,inverse,indefinite,universal,unimported,unimported,3
1376,1377.0,A printer is present in each department of the company.,"In total, there is one printer present across all company departments","In total, there is more than one printer present across all company departments",a,each,B,inverse,indefinite,universal,unimported,unimported,3
1383,1384.0,There is a different painting in every room.,The same painting is present in every room,Not every room has the same painting,a,every,B,inverse,indefinite,universal,unimported,unimported,3
1386,1387.0,There is a different plant in every window.,The same plant is present in every window,Not every window has the same plant,a,every,B,inverse,indefinite,universal,unimported,unimported,3
1395,1396.0,Several ingredients are used in every recipe.,A potentially different group of ingredients are used in each recipe,The same ingredients are used in every recipe,several,every,A,inverse,existential,universal,unimported,unimported,3
1399,1400.0,A few exercises are included in each workout.,Not every workout includes the same few exercises,Every workout includes the same few exercises,a few,each,A,inverse,existential,universal,unimported,unimported,3
1401,1402.0,Several factors influence every decision.,The same factors influence every decision,A potentially different group of factors influence each decision,several,every,B,inverse,existential,universal,unimported,unimported,3
1405,1406.0,A few mistakes are found in every manuscript.,Different mistakes are found in each manuscript.,The same mistakes are found in every manuscript.,a few,every,A,inverse,existential,universal,unimported,unimported,3
1406,1407.0,A few cars break down on every road trip.,The same cars break down on every road trip.,Different cars break down on each road trip.,a few,every,B,inverse,existential,universal,unimported,unimported,3
1411,1412.0,A few students fail in every class.,Different students fail in each class.,The same students fail in every class.,a few,every,A,inverse,existential,universal,unimported,unimported,3
1413,1414.0,Several challenges are faced in every project.,The same challenges are faced in every project.,Different challenges are faced in each project.,several,every,B,inverse,existential,universal,unimported,unimported,3
1415,1416.0,Several solutions exist for every problem.,A potentially different set of solutions exist for each problem.,The same solutions exist for every problem.,several,every,A,inverse,existential,universal,unimported,unimported,3
1420,1421.0,Some opportunities are available in any career.,"In each career, a potentially different set of opportunities is available.",The same opportunities are available in every career.,some,any,A,inverse,existential,universal,unimported,unimported,3
1422,1423.0,Several strategies are used in every game.,The same strategies are used in every game.,A potentially different set of strategies is used in each game.,several,every,B,inverse,existential,universal,unimported,unimported,3
1424,1425.0,Some animals live in every forest.,The same set of animals lives in every forest.,Different sets of animals live in different forests.,some,every,B,inverse,existential,universal,unimported,unimported,3
1428,1429.0,A few key players influence every game.,Different key players influence each game.,The same key players influence every game.,a few,every,B,surface,existential,universal,unimported,unimported,2
1431,1432.0,Some unique features are present in all smartphones.,The same unique features are present in all smartphones.,Different unique features are present in different smartphones.,some,all,B,inverse,existential,universal,unimported,unimported,3
1432,1433.0,Some hidden gems can be found in any city.,"In each city, a potentially different set of hidden gems can be found.",The same hidden gems can be found in every city.,some,any,A,inverse,existential,universal,unimported,unimported,3
1434,1435.0,A few classic books are loved by every generation.,Different classic books are loved by each generation.,The same classic books are loved by every generation.,a few,every,B,surface,existential,universal,unimported,unimported,2
1446,1447.0,Some plants are found in all gardens.,Every garden has the same plants.,Not every garden has the same plants.,some,all,B,inverse,existential,universal,unimported,unimported,3
1451,1452.0,Some techniques are applied in any art form.,The same techniques are applied in every art form.,Different art forms apply different techniques.,some,any,B,inverse,existential,universal,unimported,unimported,3
1464,1465.0,Some birds can be seen in any part of the world.,Different birds can be seen in different parts of the world.,The same birds can be seen in every part of the world.,some,any,B,surface,existential,universal,unimported,unimported,2
1469,1470.0,A few stars are visible from every location on Earth.,Different stars are visible from different locations on Earth.,The same stars are visible from every location on Earth.,a few,every,B,surface,existential,universal,unimported,unimported,2
1476,1477.0,Some songs are played every concert.,"each concert, the same songs are played","each concert, different songs are played",some,every,A,surface,existential,universal,unimported,unimported,2
1480,1481.0,Some movies are watched every weekend.,"each weekend, the same movies are watched","each weekend, different movies are watched",some,every,A,surface,existential,universal,unimported,unimported,2
1484,1485.0,Some stars are visible every night.,"each night, the same stars are visible","each night, different stars are visible",some,every,B,inverse,existential,universal,unimported,unimported,3
1488,1489.0,Some songs touch every heart.,Different songs touch each heart.,The same songs touch every heart.,some,every,A,inverse,existential,universal,unimported,unimported,3
1493,1494.0,Several elements contribute to every scientific discovery.,The same elements contribute to every scientific discovery.,Different elements contribute to each scientific discovery.,several,every,B,inverse,existential,universal,unimported,unimported,3
1494,1495.0,Some events shape every decade.,Different events shape each decade.,The same events shape every decade.,some,every,A,inverse,existential,universal,unimported,unimported,3
1497,1498.0,Several factors determine every election result.,Different factors determine each election result.,The same factors determine every election result.,several,every,A,inverse,existential,universal,unimported,unimported,3
1503,1504.0,A few employees from each department attended the meeting.,Different employees from each department attended the meeting.,The same employees from every department attended the meeting.,a few,each,A,inverse,existential,universal,unimported,unimported,3
