Unnamed: 0.1,Unnamed: 0,sentence,Option A,Option B,OP1,OP2,gold_ans,gold_scope_label,OP1_type,OP2_type,OP_rel,relation,comb
274,275.0,Every student in the school wears a uniform.,all students wear the same uniform,not all students wear the same uniform,every,a,A,surface,universal,indefinite,unimported,unimported,1
275,276.0,Every student in the school wears a uniform.,not all students wear the same uniform,all students wear the same uniform,every,a,B,surface,universal,indefinite,unimported,unimported,1
276,277.0,Each room in the hotel has a view.,there is more than one view in total,there is exactly one view in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
277,278.0,Each room in the hotel has a view.,there is exactly one view in total,there is more than one view in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
284,285.0,Each guest at the party received a gift.,there is more than one gift in total,there is exactly one gift in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
285,286.0,Each guest at the party received a gift.,there is exactly one gift in total,there is more than one gift in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
286,287.0,Every book in the library has a different author.,there is more than one author in total,there is exactly one author in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
287,288.0,Every book in the library has a different author.,there is exactly one author in total,there is more than one author in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
288,289.0,Each car in the showroom has a different color.,there is more than one color in total,there is exactly one color in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
289,290.0,Each car in the showroom has a different color.,there is exactly one color in total,there is more than one color in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
300,301.0,Every room in the house has a window.,there is more than one window in total,there is exactly one window in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
301,302.0,Every room in the house has a window.,there is exactly one window in total,there is more than one window in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
306,307.0,Every animal in the zoo has a habitat.,there is more than one habitat in total,there is exactly one habitat in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
307,308.0,Every animal in the zoo has a habitat.,there is exactly one habitat in total,there is more than one habitat in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
308,309.0,Each child in the class has a backpack.,there is more than one backpack in total,there is exactly one backpack in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
309,310.0,Each child in the class has a backpack.,there is exactly one backpack in total,there is more than one backpack in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
312,313.0,Each student receives exactly three pencils.,Not all students receive the exact same three pencils,All students receive the exact same three pencils,each,exactly three,A,surface,universal,number,unimported,unimported,1
313,314.0,Each student receives exactly three pencils.,All students receive the exact same three pencils,Not all students receive the exact same three pencils,each,exactly three,B,surface,universal,number,unimported,unimported,1
314,315.0,Every room has exactly two windows.,Not all rooms have the exact same two windows,All rooms have the exact same two windows,every,exactly two,A,surface,universal,number,unimported,unimported,1
315,316.0,Every room has exactly two windows.,All rooms have the exact same two windows,Not all rooms have the exact same two windows,every,exactly two,B,surface,universal,number,unimported,unimported,1
316,317.0,Each child gets one balloon.,Not all children get the same balloon,All children get the same balloon,each,one,A,surface,universal,number,unimported,unimported,1
317,318.0,Each child gets one balloon.,All children get the same balloon,Not all children get the same balloon,each,one,B,surface,universal,number,unimported,unimported,1
318,319.0,Every participant receives exactly one certificate.,Not all participants receive the exact same certificate,All participants receive the exact same certificate,every,exactly one,A,surface,universal,number,unimported,unimported,1
319,320.0,Every participant receives exactly one certificate.,All participants receive the exact same certificate,Not all participants receive the exact same certificate,every,exactly one,B,surface,universal,number,unimported,unimported,1
320,321.0,Each guest is served exactly two dishes.,Not all guests are served the exact same two dishes,All guests are served the exact same two dishes,each,exactly two,A,surface,universal,number,unimported,unimported,1
321,322.0,Each guest is served exactly two dishes.,All guests are served the exact same two dishes,Not all guests are served the exact same two dishes,each,exactly two,B,surface,universal,number,unimported,unimported,1
322,323.0,Each box contains exactly five apples.,Not all boxes contain the exact same five apples,All boxes contain the exact same five apples,each,exactly five,A,surface,universal,number,unimported,unimported,1
323,324.0,Each box contains exactly five apples.,All boxes contain the exact same five apples,Not all boxes contain the exact same five apples,each,exactly five,B,surface,universal,number,unimported,unimported,1
326,327.0,Each participant receives exactly two tickets.,Not all participants receive the exact same two tickets,All participants receive the exact same two tickets,each,exactly two,A,surface,universal,number,unimported,unimported,1
327,328.0,Each participant receives exactly two tickets.,All participants receive the exact same two tickets,Not all participants receive the exact same two tickets,each,exactly two,B,surface,universal,number,unimported,unimported,1
332,333.0,Each employee is assigned exactly one task.,Not all employees are assigned the same task,All employees are assigned the same task,each,exactly one,A,surface,universal,number,unimported,unimported,1
333,334.0,Each employee is assigned exactly one task.,All employees are assigned the same task,Not all employees are assigned the same task,each,exactly one,B,surface,universal,number,unimported,unimported,1
334,335.0,Each table is set with exactly four chairs.,Not all tables are set with the exact same four chairs,All tables are set with the exact same four chairs,each,exactly four,A,surface,universal,number,unimported,unimported,1
335,336.0,Each table is set with exactly four chairs.,All tables are set with the exact same four chairs,Not all tables are set with the exact same four chairs,each,exactly four,B,surface,universal,number,unimported,unimported,1
338,339.0,Each team has exactly five players.,Not all teams have the exact same five players,All teams have the exact same five players,each,exactly five,A,surface,universal,number,unimported,unimported,1
339,340.0,Each team has exactly five players.,All teams have the exact same five players,Not all teams have the exact same five players,each,exactly five,B,surface,universal,number,unimported,unimported,1
346,347.0,A new lesson is taught every day.,Different lessons are taught each day.,The same lesson is taught every day.,a,every,A,inverse,indefinite,universal,unimported,unimported,3
347,348.0,A new lesson is taught every day.,The same lesson is taught every day.,Different lessons are taught each day.,a,every,B,inverse,indefinite,universal,unimported,unimported,3
350,351.0,A new feature is added to the app every update.,Different features are added in different updates.,The same feature is added every update.,a,every,A,inverse,indefinite,universal,unimported,unimported,3
351,352.0,A new feature is added to the app every update.,The same feature is added every update.,Different features are added in different updates.,a,every,B,inverse,indefinite,universal,unimported,unimported,3
352,353.0,A new chapter is released every month.,Different chapters are released each month.,The same chapter is released every month.,a,every,A,inverse,indefinite,universal,unimported,unimported,3
353,354.0,A new chapter is released every month.,The same chapter is released every month.,Different chapters are released each month.,a,every,B,inverse,indefinite,universal,unimported,unimported,3
354,355.0,A new model is launched every year.,Different models are launched each year.,The same model is launched every year.,a,every,A,inverse,indefinite,universal,unimported,unimported,3
355,356.0,A new model is launched every year.,The same model is launched every year.,Different models are launched each year.,a,every,B,inverse,indefinite,universal,unimported,unimported,3
358,359.0,A new article is published every day.,Different articles are published each day.,The same article is published every day.,a,every,A,inverse,indefinite,universal,unimported,unimported,3
359,360.0,A new article is published every day.,The same article is published every day.,Different articles are published each day.,a,every,B,inverse,indefinite,universal,unimported,unimported,3
360,361.0,A new task is assigned every morning.,Different tasks are assigned each morning.,The same task is assigned every morning.,a,every,A,inverse,indefinite,universal,unimported,unimported,3
361,362.0,A new task is assigned every morning.,The same task is assigned every morning.,Different tasks are assigned each morning.,a,every,B,inverse,indefinite,universal,unimported,unimported,3
362,363.0,A new book is added to the library each month.,Different books are added each month.,The same book is added every month.,a,each,A,inverse,indefinite,universal,unimported,unimported,3
363,364.0,A new book is added to the library each month.,The same book is added every month.,Different books are added each month.,a,each,B,inverse,indefinite,universal,unimported,unimported,3
366,367.0,A new theme is chosen for each event.,Different themes are chosen for different events.,The same theme is chosen for each event.,a,each,A,inverse,indefinite,universal,unimported,unimported,3
367,368.0,A new theme is chosen for each event.,The same theme is chosen for each event.,Different themes are chosen for different events.,a,each,B,inverse,indefinite,universal,unimported,unimported,3
372,373.0,A new book is published every season.,Different books are published each season.,The same book is published every season.,a,every,A,inverse,indefinite,universal,unimported,unimported,3
373,374.0,A new book is published every season.,The same book is published every season.,Different books are published each season.,a,every,B,inverse,indefinite,universal,unimported,unimported,3
390,391.0,A new game is released every month.,Different games are released each month.,The same game is released every month.,a,every,A,inverse,indefinite,universal,unimported,unimported,3
391,392.0,A new game is released every month.,The same game is released every month.,Different games are released each month.,a,every,B,inverse,indefinite,universal,unimported,unimported,3
408,409.0,The chef serves exactly one dessert to each diner.,All diners receive the same dessert,Not all diners receive the same dessert,exactly one,each,B,inverse,number,universal,unimported,unimported,3
409,410.0,The chef serves exactly one dessert to each diner.,Not all diners receive the same dessert,All diners receive the same dessert,exactly one,each,A,inverse,number,universal,unimported,unimported,3
410,411.0,The librarian issues exactly one card to each member.,All members receive the same card,Not all members receive the same card,exactly one,each,B,inverse,number,universal,unimported,unimported,3
411,412.0,The librarian issues exactly one card to each member.,Not all members receive the same card,All members receive the same card,exactly one,each,A,inverse,number,universal,unimported,unimported,3
412,413.0,Exactly two tickets are given to each attendee.,All attendees receive the same two tickets,Not all attendees receive the same two tickets,exactly two,each,B,inverse,number,universal,unimported,unimported,3
413,414.0,Exactly two tickets are given to each attendee.,Not all attendees receive the same two tickets,All attendees receive the same two tickets,exactly two,each,A,inverse,number,universal,unimported,unimported,3
414,415.0,The gardener plants exactly one bush in each corner.,All corners have the same bush,Not all corners have the same bush,exactly one,each,B,inverse,number,universal,unimported,unimported,3
415,416.0,The gardener plants exactly one bush in each corner.,Not all corners have the same bush,All corners have the same bush,exactly one,each,A,inverse,number,universal,unimported,unimported,3
416,417.0,Exactly three prizes are awarded to each winner.,All winners receive the same three prizes,Not all winners receive the same three prizes,exactly three,each,B,inverse,number,universal,unimported,unimported,3
417,418.0,Exactly three prizes are awarded to each winner.,Not all winners receive the same three prizes,All winners receive the same three prizes,exactly three,each,A,inverse,number,universal,unimported,unimported,3
422,423.0,Exactly two chairs are placed at each table.,All tables have the same two chairs,Not all tables have the same two chairs,exactly two,each,B,inverse,number,universal,unimported,unimported,3
423,424.0,Exactly two chairs are placed at each table.,Not all tables have the same two chairs,All tables have the same two chairs,exactly two,each,A,inverse,number,universal,unimported,unimported,3
434,435.0,Exactly four pencils are distributed to each student.,All students receive the same four pencils,Not all students receive the same four pencils,exactly four,each,B,inverse,number,universal,unimported,unimported,3
435,436.0,Exactly four pencils are distributed to each student.,Not all students receive the same four pencils,All students receive the same four pencils,exactly four,each,A,inverse,number,universal,unimported,unimported,3
456,457.0,Exactly two keys are given to each tenant.,All tenants receive the same two keys,Not all tenants receive the same two keys,exactly two,each,B,inverse,number,universal,unimported,unimported,3
457,458.0,Exactly two keys are given to each tenant.,Not all tenants receive the same two keys,All tenants receive the same two keys,exactly two,each,A,inverse,number,universal,unimported,unimported,3
460,461.0,Exactly three ornaments are hung on each tree.,All trees have the same three ornaments,Not all trees have the same three ornaments,exactly three,each,B,inverse,number,universal,unimported,unimported,3
461,462.0,Exactly three ornaments are hung on each tree.,Not all trees have the same three ornaments,All trees have the same three ornaments,exactly three,each,A,inverse,number,universal,unimported,unimported,3
470,471.0,The coach assigns exactly three drills to each player.,All players perform the same three drills.,Not all players perform the same three drills.,exactly three,each,A,inverse,number,universal,unimported,unimported,3
471,472.0,The coach assigns exactly three drills to each player.,Not all players perform the same three drills.,All players perform the same three drills.,exactly three,each,B,inverse,number,universal,unimported,unimported,3
496,497.0,Every participant registered through one website.,all the participants registered through the same website,not all the participants registered through the same website,every,one,A,inverse,universal,number,unimported,unimported,4
497,498.0,Every participant registered through one website.,not all the participants registered through the same website,all the participants registered through the same website,every,one,B,inverse,universal,number,unimported,unimported,4
498,499.0,Every athlete trained at one facility.,all the athletes trained at the same facility,not all the athletes trained at the same facility,every,one,A,inverse,universal,number,unimported,unimported,4
499,500.0,Every athlete trained at one facility.,not all the athletes trained at the same facility,all the athletes trained at the same facility,every,one,B,inverse,universal,number,unimported,unimported,4
500,501.0,The teacher graded all the exams with one rubric.,all the exams were graded with the same rubric,not all the exams were graded with the same rubric,all,one,A,inverse,universal,number,unimported,unimported,4
501,502.0,The teacher graded all the exams with one rubric.,not all the exams were graded with the same rubric,all the exams were graded with the same rubric,all,one,B,inverse,universal,number,unimported,unimported,4
502,503.0,All the reports were compiled into one document.,all the reports were compiled into the same document,not all the reports were compiled into the same document,all,one,A,inverse,universal,number,unimported,unimported,4
503,504.0,All the reports were compiled into one document.,not all the reports were compiled into the same document,all the reports were compiled into the same document,all,one,B,inverse,universal,number,unimported,unimported,4
504,505.0,The director filmed every scene with one camera.,all the scenes were filmed with the same camera,not all the scenes were filmed with the same camera,every,one,A,inverse,universal,number,unimported,unimported,4
505,506.0,The director filmed every scene with one camera.,not all the scenes were filmed with the same camera,all the scenes were filmed with the same camera,every,one,B,inverse,universal,number,unimported,unimported,4
506,507.0,Every chapter was edited by one editor.,all the chapters were edited by the same editor,not all the chapters were edited by the same editor,every,one,A,inverse,universal,number,unimported,unimported,4
507,508.0,Every chapter was edited by one editor.,not all the chapters were edited by the same editor,all the chapters were edited by the same editor,every,one,B,inverse,universal,number,unimported,unimported,4
508,509.0,The author wrote each book in one genre.,all the books were written in the same genre,not all the books were written in the same genre,each,one,B,inverse,universal,number,unimported,unimported,4
509,510.0,The author wrote each book in one genre.,not all the books were written in the same genre,all the books were written in the same genre,each,one,A,inverse,universal,number,unimported,unimported,4
510,511.0,The scientist analyzed each sample in one lab.,all the samples were analyzed in the same lab,not all the samples were analyzed in the same lab,each,one,B,inverse,universal,number,unimported,unimported,4
511,512.0,The scientist analyzed each sample in one lab.,not all the samples were analyzed in the same lab,all the samples were analyzed in the same lab,each,one,A,inverse,universal,number,unimported,unimported,4
512,513.0,All the software was installed on one computer.,all the software was installed on the same computer,not all the software was installed on the same computer,all,one,A,inverse,universal,number,unimported,unimported,4
513,514.0,All the software was installed on one computer.,not all the software was installed on the same computer,all the software was installed on the same computer,all,one,B,inverse,universal,number,unimported,unimported,4
514,515.0,Every car was parked in exactly one garage.,all the cars were parked in the same garage,not all the cars were parked in the same garage,every,exactly one,A,inverse,universal,number,unimported,unimported,4
515,516.0,Every car was parked in exactly one garage.,not all the cars were parked in the same garage,all the cars were parked in the same garage,every,exactly one,B,inverse,universal,number,unimported,unimported,4
516,517.0,All the reports were reviewed by exactly one committee.,all the reports were reviewed by the same committee,not all the reports were reviewed by the same committee,all,exactly one,A,inverse,universal,number,unimported,unimported,4
517,518.0,All the reports were reviewed by exactly one committee.,not all the reports were reviewed by the same committee,all the reports were reviewed by the same committee,all,exactly one,B,inverse,universal,number,unimported,unimported,4
518,519.0,The writer wrote each chapter in one notebook.,all the chapters were written in the same notebook,not all the chapters were written in the same notebook,each,one,B,inverse,universal,number,unimported,unimported,4
519,520.0,The writer wrote each chapter in one notebook.,not all the chapters were written in the same notebook,all the chapters were written in the same notebook,each,one,A,inverse,universal,number,unimported,unimported,4
520,521.0,Every piece of furniture was crafted in one workshop.,all the pieces of furniture were crafted in the same workshop,not all the pieces of furniture were crafted in the same workshop,every,one,B,inverse,universal,number,unimported,unimported,4
521,522.0,Every piece of furniture was crafted in one workshop.,not all the pieces of furniture were crafted in the same workshop,all the pieces of furniture were crafted in the same workshop,every,one,A,inverse,universal,number,unimported,unimported,4
522,523.0,All the data was stored in exactly one database.,all the data was stored in the same database,not all the data was stored in the same database,all,exactly one,A,inverse,universal,number,unimported,unimported,4
523,524.0,All the data was stored in exactly one database.,not all the data was stored in the same database,all the data was stored in the same database,all,exactly one,B,inverse,universal,number,unimported,unimported,4
524,525.0,Every document was printed from one printer.,all the documents were printed from the same printer,not all the documents were printed from the same printer,every,one,B,inverse,universal,number,unimported,unimported,4
525,526.0,Every document was printed from one printer.,not all the documents were printed from the same printer,all the documents were printed from the same printer,every,one,A,inverse,universal,number,unimported,unimported,4
526,527.0,All the clothes were designed for one fashion show.,all the clothes were designed for the same fashion show,not all the clothes were designed for the same fashion show,all,one,B,inverse,universal,number,unimported,unimported,4
527,528.0,All the clothes were designed for one fashion show.,not all the clothes were designed for the same fashion show,all the clothes were designed for the same fashion show,all,one,A,inverse,universal,number,unimported,unimported,4
528,529.0,Every painting was displayed in one gallery.,all the paintings were displayed in the same gallery,not all the paintings were displayed in the same gallery,every,one,B,inverse,universal,number,unimported,unimported,4
529,530.0,Every painting was displayed in one gallery.,not all the paintings were displayed in the same gallery,all the paintings were displayed in the same gallery,every,one,A,inverse,universal,number,unimported,unimported,4
530,531.0,All the recipes were written in one cookbook.,all the recipes were written in the same cookbook,not all the recipes were written in the same cookbook,all,one,B,inverse,universal,number,unimported,unimported,4
531,532.0,All the recipes were written in one cookbook.,not all the recipes were written in the same cookbook,all the recipes were written in the same cookbook,all,one,A,inverse,universal,number,unimported,unimported,4
532,533.0,The musician played every song on exactly one instrument.,all the songs were played on the same instrument,not all the songs were played on the same instrument,every,exactly one,A,inverse,universal,number,unimported,unimported,4
533,534.0,The musician played every song on exactly one instrument.,not all the songs were played on the same instrument,all the songs were played on the same instrument,every,exactly one,B,inverse,universal,number,unimported,unimported,4
534,535.0,The writer published each article in one magazine.,all the articles were published in the same magazine,not all the articles were published in the same magazine,each,one,B,inverse,universal,number,unimported,unimported,4
535,536.0,The writer published each article in one magazine.,not all the articles were published in the same magazine,all the articles were published in the same magazine,each,one,A,inverse,universal,number,unimported,unimported,4
536,537.0,Every photo was developed in one lab.,all the photos were developed in the same lab,not all the photos were developed in the same lab,every,one,B,inverse,universal,number,unimported,unimported,4
537,538.0,Every photo was developed in one lab.,not all the photos were developed in the same lab,all the photos were developed in the same lab,every,one,A,inverse,universal,number,unimported,unimported,4
538,539.0,The scientist stored each sample in one freezer.,all the samples were stored in the same freezer,not all the samples were stored in the same freezer,each,one,B,inverse,universal,number,unimported,unimported,4
539,540.0,The scientist stored each sample in one freezer.,not all the samples were stored in the same freezer,all the samples were stored in the same freezer,each,one,A,inverse,universal,number,unimported,unimported,4
540,541.0,Every piece of furniture was made from one type of wood.,all the furniture was made from the same type of wood,not all the furniture was made from the same type of wood,every,one,B,inverse,universal,number,unimported,unimported,4
541,542.0,Every piece of furniture was made from one type of wood.,not all the furniture was made from the same type of wood,all the furniture was made from the same type of wood,every,one,A,inverse,universal,number,unimported,unimported,4
542,543.0,The athlete wore each uniform for one event.,all the uniforms were worn for the same event,not all the uniforms were worn for the same event,each,one,B,inverse,universal,number,unimported,unimported,4
543,544.0,The athlete wore each uniform for one event.,not all the uniforms were worn for the same event,all the uniforms were worn for the same event,each,one,A,inverse,universal,number,unimported,unimported,4
544,545.0,All the paintings were displayed in one gallery.,all the paintings were displayed in the same gallery,not all the paintings were displayed in the same gallery,all,one,A,inverse,universal,number,unimported,unimported,4
545,546.0,All the paintings were displayed in one gallery.,not all the paintings were displayed in the same gallery,all the paintings were displayed in the same gallery,all,one,B,inverse,universal,number,unimported,unimported,4
546,547.0,The chef cooked each meal using one stove.,all the meals were cooked using the same stove,not all the meals were cooked using the same stove,each,one,B,inverse,universal,number,unimported,unimported,4
547,548.0,The chef cooked each meal using one stove.,not all the meals were cooked using the same stove,all the meals were cooked using the same stove,each,one,A,inverse,universal,number,unimported,unimported,4
548,549.0,Every book was borrowed from one library.,all the books were borrowed from the same library,not all the books were borrowed from the same library,every,one,B,inverse,universal,number,unimported,unimported,4
549,550.0,Every book was borrowed from one library.,not all the books were borrowed from the same library,all the books were borrowed from the same library,every,one,A,inverse,universal,number,unimported,unimported,4
550,551.0,Each letter was typed on one keyboard.,all the letters were typed on the same keyboard,not all the letters were typed on the same keyboard,each,one,B,inverse,universal,number,unimported,unimported,4
551,552.0,Each letter was typed on one keyboard.,not all the letters were typed on the same keyboard,all the letters were typed on the same keyboard,each,one,A,inverse,universal,number,unimported,unimported,4
552,553.0,The writer drafted every chapter in one notebook.,all the chapters were drafted in the same notebook,not all the chapters were drafted in the same notebook,every,one,B,inverse,universal,number,unimported,unimported,4
553,554.0,The writer drafted every chapter in one notebook.,not all the chapters were drafted in the same notebook,all the chapters were drafted in the same notebook,every,one,A,inverse,universal,number,unimported,unimported,4
554,555.0,The teacher graded every paper with one pen.,all the papers were graded with the same pen,not all the papers were graded with the same pen,every,one,B,inverse,universal,number,unimported,unimported,4
555,556.0,The teacher graded every paper with one pen.,not all the papers were graded with the same pen,all the papers were graded with the same pen,every,one,A,inverse,universal,number,unimported,unimported,4
556,557.0,All the files were backed up to one server.,all the files were backed up to the same server,not all the files were backed up to the same server,all,one,B,inverse,universal,number,unimported,unimported,4
557,558.0,All the files were backed up to one server.,not all the files were backed up to the same server,all the files were backed up to the same server,all,one,A,inverse,universal,number,unimported,unimported,4
558,559.0,The chef cooked every meal in one kitchen.,all the meals were cooked in the same kitchen,not all the meals were cooked in the same kitchen,every,one,B,inverse,universal,number,unimported,unimported,4
559,560.0,The chef cooked every meal in one kitchen.,not all the meals were cooked in the same kitchen,all the meals were cooked in the same kitchen,every,one,A,inverse,universal,number,unimported,unimported,4
560,561.0,Each painting was displayed in one gallery.,all the paintings were displayed in the same gallery,not all the paintings were displayed in the same gallery,each,one,B,inverse,universal,number,unimported,unimported,4
561,562.0,Each painting was displayed in one gallery.,not all the paintings were displayed in the same gallery,all the paintings were displayed in the same gallery,each,one,A,inverse,universal,number,unimported,unimported,4
562,563.0,The musician composed each song for one album.,all the songs were composed for the same album,not all the songs were composed for the same album,each,one,A,inverse,universal,number,unimported,unimported,4
563,564.0,The musician composed each song for one album.,not all the songs were composed for the same album,all the songs were composed for the same album,each,one,B,inverse,universal,number,unimported,unimported,4
564,565.0,The chef cooked every dish in exactly one kitchen.,all the dishes were cooked in the same kitchen,not all the dishes were cooked in the same kitchen,every,exactly one,A,inverse,universal,number,unimported,unimported,4
565,566.0,The chef cooked every dish in exactly one kitchen.,not all the dishes were cooked in the same kitchen,all the dishes were cooked in the same kitchen,every,exactly one,B,inverse,universal,number,unimported,unimported,4
566,567.0,The gardener planted each seed in one plot.,all the seeds were planted in the same plot,not all the seeds were planted in the same plot,each,one,A,inverse,universal,number,unimported,unimported,4
567,568.0,The gardener planted each seed in one plot.,not all the seeds were planted in the same plot,all the seeds were planted in the same plot,each,one,B,inverse,universal,number,unimported,unimported,4
568,569.0,All the photographs were taken with one camera.,all the photographs were taken with the same camera,not all the photographs were taken with the same camera,all,one,A,inverse,universal,number,unimported,unimported,4
569,570.0,All the photographs were taken with one camera.,not all the photographs were taken with the same camera,all the photographs were taken with the same camera,all,one,B,inverse,universal,number,unimported,unimported,4
570,571.0,The scientist conducted each test in one lab.,all the tests were conducted in the same lab,not all the tests were conducted in the same lab,each,one,A,inverse,universal,number,unimported,unimported,4
571,572.0,The scientist conducted each test in one lab.,not all the tests were conducted in the same lab,all the tests were conducted in the same lab,each,one,B,inverse,universal,number,unimported,unimported,4
572,573.0,Every piece of art was displayed in one gallery.,all the art was displayed in the same gallery,not all the art was displayed in the same gallery,every,one,A,inverse,universal,number,unimported,unimported,4
573,574.0,Every piece of art was displayed in one gallery.,not all the art was displayed in the same gallery,all the art was displayed in the same gallery,every,one,B,inverse,universal,number,unimported,unimported,4
574,575.0,The athlete trained every day in one gym.,all the training sessions were in the same gym,not all the training sessions were in the same gym,every,one,A,inverse,universal,number,unimported,unimported,4
575,576.0,The athlete trained every day in one gym.,not all the training sessions were in the same gym,all the training sessions were in the same gym,every,one,B,inverse,universal,number,unimported,unimported,4
576,577.0,Each recipe was cooked in one kitchen.,all the recipes were cooked in the same kitchen,not all the recipes were cooked in the same kitchen,each,one,A,inverse,universal,number,unimported,unimported,4
577,578.0,Each recipe was cooked in one kitchen.,not all the recipes were cooked in the same kitchen,all the recipes were cooked in the same kitchen,each,one,B,inverse,universal,number,unimported,unimported,4
578,579.0,All the meetings were held in one room.,all the meetings were held in the same room,not all the meetings were held in the same room,all,one,A,inverse,universal,number,unimported,unimported,4
579,580.0,All the meetings were held in one room.,not all the meetings were held in the same room,all the meetings were held in the same room,all,one,B,inverse,universal,number,unimported,unimported,4
580,581.0,A janitor cleans every room in the building.,"in total, there is exactly one janitor cleaning the rooms","in total, there is more than one janitor cleaning the rooms",a,every,A,surface,indefinite,universal,unimported,unimported,2
581,582.0,A janitor cleans every room in the building.,"in total, there is more than one janitor cleaning the rooms","in total, there is exactly one janitor cleaning the rooms",a,every,B,surface,indefinite,universal,unimported,unimported,2
584,585.0,A technician repairs every computer in the office.,"in total, there is exactly one technician repairing the computers","in total, there is more than one technician repairing the computers",a,every,A,surface,indefinite,universal,unimported,unimported,2
585,586.0,A technician repairs every computer in the office.,"in total, there is more than one technician repairing the computers","in total, there is exactly one technician repairing the computers",a,every,B,surface,indefinite,universal,unimported,unimported,2
586,587.0,A farmer tends to all the crops in the field.,"in total, there is exactly one farmer tending to the crops","in total, there is more than one farmer tending to the crops",a,all,B,surface,indefinite,universal,unimported,unimported,2
587,588.0,A farmer tends to all the crops in the field.,"in total, there is more than one farmer tending to the crops","in total, there is exactly one farmer tending to the crops",a,all,A,surface,indefinite,universal,unimported,unimported,2
588,589.0,A firefighter extinguishes every fire in the neighborhood.,"in total, there is exactly one firefighter extinguishing the fires","in total, there is more than one firefighter extinguishing the fires",a,every,A,surface,indefinite,universal,unimported,unimported,2
589,590.0,A firefighter extinguishes every fire in the neighborhood.,"in total, there is more than one firefighter extinguishing the fires","in total, there is exactly one firefighter extinguishing the fires",a,every,B,surface,indefinite,universal,unimported,unimported,2
590,591.0,A scientist conducts all the experiments in the lab.,"in total, there is exactly one scientist conducting the experiments","in total, there is more than one scientist conducting the experiments",a,all,B,surface,indefinite,universal,unimported,unimported,2
591,592.0,A scientist conducts all the experiments in the lab.,"in total, there is more than one scientist conducting the experiments","in total, there is exactly one scientist conducting the experiments",a,all,A,surface,indefinite,universal,unimported,unimported,2
592,593.0,A driver operates every bus in the fleet.,"in total, there is exactly one driver operating the buses","in total, there is more than one driver operating the buses",a,every,A,surface,indefinite,universal,unimported,unimported,2
593,594.0,A driver operates every bus in the fleet.,"in total, there is more than one driver operating the buses","in total, there is exactly one driver operating the buses",a,every,B,surface,indefinite,universal,unimported,unimported,2
594,595.0,A musician plays all the instruments in the band.,"in total, there is exactly one musician playing the instruments","in total, there is more than one musician playing the instruments",a,all,B,surface,indefinite,universal,unimported,unimported,2
595,596.0,A musician plays all the instruments in the band.,"in total, there is more than one musician playing the instruments","in total, there is exactly one musician playing the instruments",a,all,A,surface,indefinite,universal,unimported,unimported,2
596,597.0,A painter decorates every wall in the house.,"in total, there is exactly one painter decorating the walls","in total, there is more than one painter decorating the walls",a,every,A,surface,indefinite,universal,unimported,unimported,2
597,598.0,A painter decorates every wall in the house.,"in total, there is more than one painter decorating the walls","in total, there is exactly one painter decorating the walls",a,every,B,surface,indefinite,universal,unimported,unimported,2
600,601.0,A photographer captures every moment at the event.,"in total, there is exactly one photographer capturing the moments","in total, there is more than one photographer capturing the moments",a,every,A,surface,indefinite,universal,unimported,unimported,2
601,602.0,A photographer captures every moment at the event.,"in total, there is more than one photographer capturing the moments","in total, there is exactly one photographer capturing the moments",a,every,B,surface,indefinite,universal,unimported,unimported,2
602,603.0,A tailor sews all the clothes in the shop.,"in total, there is exactly one tailor sewing the clothes","in total, there is more than one tailor sewing the clothes",a,all,B,surface,indefinite,universal,unimported,unimported,2
603,604.0,A tailor sews all the clothes in the shop.,"in total, there is more than one tailor sewing the clothes","in total, there is exactly one tailor sewing the clothes",a,all,A,surface,indefinite,universal,unimported,unimported,2
604,605.0,A baker bakes all the bread in the bakery.,"in total, there is exactly one baker baking the bread","in total, there is more than one baker baking the bread",a,all,B,surface,indefinite,universal,unimported,unimported,2
605,606.0,A baker bakes all the bread in the bakery.,"in total, there is more than one baker baking the bread","in total, there is exactly one baker baking the bread",a,all,A,surface,indefinite,universal,unimported,unimported,2
608,609.0,An artist paints all the canvases in the studio.,"in total, there is exactly one artist painting the canvases","in total, there is more than one artist painting the canvases",an,all,B,surface,indefinite,universal,unimported,unimported,2
609,610.0,An artist paints all the canvases in the studio.,"in total, there is more than one artist painting the canvases","in total, there is exactly one artist painting the canvases",an,all,A,surface,indefinite,universal,unimported,unimported,2
610,611.0,An engineer designs every bridge in the city.,"in total, there is exactly one engineer designing the bridges","in total, there is more than one engineer designing the bridges",an,every,A,surface,indefinite,universal,unimported,unimported,2
